"nom_amenageur","siren_amenageur","contact_amenageur","nom_operateur","contact_operateur","telephone_operateur","nom_enseigne","id_station_itinerance","id_station_local","nom_station","implantation_station","adresse_station","code_insee_commune","coordonneesXY","nbre_pdc","id_pdc_itinerance","id_pdc_local","puissance_nominale","prise_type_ef","prise_type_2","prise_type_combo_ccs","prise_type_chademo","prise_type_autre","gratuit","paiement_acte","paiement_cb","paiement_autre","tarification_eur_kWh","condition_acces","reservation","horaires","accessibilite_pmr","restriction_gabarit","station_deux_roues","raccordement","num_pdl","date_mise_en_service","observations","date_maj","cable_t2_attache","last_modified","datagouv_dataset_id","datagouv_resource_id","datagouv_organization_or_owner","created_at","consolidated_longitude","consolidated_latitude","consolidated_code_postal","consolidated_commune","consolidated_is_lon_lat_correct","consolidated_is_code_insee_verified","consolidated_is_code_insee_modified"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJOP","b9f74e6a-79c6-5896-b40a-71347789d836","mobive | saint justin | parking allée gaston phoebus","Voirie","6 allées gaston phoebus 40240 saint justin","inconnu","[-0.232223, 43.980003]","3","FRMBIEVAJOP3","72b6c214-62a9-5b8c-a5f3-0073862ac973","36","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-07","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.232223","43.980003","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJON","c8e5ccf0-80e4-58a2-93c5-fb45f25687cc","mobive | saint martin de seignanx | parking super u","Voirie","178 rue de gascogne 40390 saint martin de seignanx","inconnu","[-1.386023, 43.541794]","3","FRMBIEVAJON3","478e0e48-54a7-5472-a4e7-6cf5a46cbb80","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-10","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.386023","43.541794","40390","Saint-Martin-de-Seignanx","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJOE","69212b09-ec9d-516e-ba55-6a35b70bca86","mobive | ychoux | parking de la mairie avenue felix arnaudin","Voirie","place de la mairie 40160 ychoux","inconnu","[-0.962171, 44.3279]","3","FRMBIEVAJOE3","ff3f8da4-fac8-5a8e-a6ab-ceacf5d84810","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-06","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.962171","44.3279","40160","Ychoux","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJOD","aecbf3f0-f60a-5271-a169-a15b1daba95c","mobive | magescq | aire de covoiturage","Voirie","avenue de la chalosse 40140 magescq","inconnu","[-1.213087, 43.778551]","3","FRMBIEVAJOD3","979155e8-1a2e-5ac7-ac09-f628f4140d30","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-09","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.213087","43.778551","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJLH","73da123e-4809-5687-8f1c-c20b3fe67fc4","mobive | saint avit | allee mamoura","Voirie","route de bougue 40090 saint avit","inconnu","[-0.449683, 43.916889]","3","FRMBIEVAJLH3","4f259d05-6fe8-5b01-8c66-6eebeb5ffb47","36","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-09","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.449683","43.916889","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJKY","f37369db-d3ce-58a9-b4e1-39dd7c0b5ca5","mobive | capbreton | avenue du marechal leclerc","Voirie","avenue du maréchal leclerc 40130 capbreton","inconnu","[-1.432449, 43.64494]","3","FRMBIEVAJKY3","d51da64e-296a-533f-8e16-12b3d801bfb1","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-10-20","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.432449","43.64494","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJKL","337943c9-1ae6-544a-9715-6cdcdbf959cc","mobive | escource | zone d'activités","Voirie","2 zae cap de pin 40210 escource","inconnu","[-0.972001, 44.145809]","3","FRMBIEVAJKL3","b611313c-7b4a-5851-97bd-fdee1281c14b","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-05","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.972001","44.145809","40210","Escource","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJFG","7e8e084c-d5e2-5ed9-85a9-ed49b85742e4","mobive | benquet | parking ecole","Voirie","avenue d'alsace 40280 benquet","inconnu","[-0.501203, 43.828957]","3","FRMBIEVAJFG3","8f7bd87e-a917-518b-885c-b0fd1ecf1dd7","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-11-29","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.501203","43.828957","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJEM","6ff1dbe9-b52d-57b4-8ec6-6fc9964f6b66","mobive | dax | hopital","Voirie","51 rue maurice utrillo 40100 dax","inconnu","[-1.042081, 43.711074]","3","FRMBIEVAJEM3","bdb146ae-6b90-5314-8d48-0f8195a10e6c","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-10","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.042081","43.711074","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJEH","59442671-bb7b-5943-8494-a73c931ed535","mobive | soorts hossegor | avenue des charpentiers","Voirie","73 avenue des charpentiers 40150 soorts-hossegor","inconnu","[-1.390497, 43.670823]","3","FRMBIEVAJEH3","b4a2cefe-05c1-5c28-90a1-b8773aa954fd","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-10","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.390497","43.670823","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJDY","327c12a9-664a-5311-94e7-58c803d95fec","mobive | dax | place de la torte- rue joseph de laurens","Voirie","rue joseph de laurens 40100 dax","inconnu","[-1.052169, 43.695694]","3","FRMBIEVAJDY3","631b12c3-ba07-5ea6-844c-d06d1a0de8ec","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-09","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.052169","43.695694","40100","Dax","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJDW","31740bee-ff6e-5b3d-93a1-e1e7a29d7bef","mobive | garrosse | avenue de l ocean","Voirie","9 avenue de l’océan 40110 garrosse","inconnu","[-0.924396, 44.03067]","3","FRMBIEVAJDW3","21ee5f16-55cd-55d1-87a9-290f2d88fd92","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-11-30","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.924396","44.03067","40110","Morcenx-la-Nouvelle","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJCP","acabe2b4-c1bf-5ea2-bbe5-967952c3a5e5","mobive | saint sever | place du tribunal","Voirie","18 rue louis sentex 40500 saint sever","inconnu","[-0.572845, 43.760368]","3","FRMBIEVAJCP3","d7653405-764c-5406-8225-73f032830045","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-11","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.572845","43.760368","40500","Saint-Sever","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJCI","33b6f521-a6fd-542b-b653-6ec73f9d4108","mobive | sainte marie de gosse | place salle isidore","Voirie","32 d28 40390 sainte marie de gosse","inconnu","[-1.23762, 43.55627]","3","FRMBIEVAJCI3","5ca43f3d-fc28-5d18-b180-f72c0fece391","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-10","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.23762","43.55627","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJBZ","5139834c-8712-5718-8f7b-01a9e604a945","mobive | ychoux | ychoux- parking de covoiturage place franck lahary","Voirie","8 place franck lahary 40160 ychoux","inconnu","[-0.946732, 44.327576]","3","FRMBIEVAJBZ3","60bfbbde-d8d0-516d-bf8b-83b471c5daaf","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-10","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.946732","44.327576","40160","Ychoux","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJBQ","7699cf3f-2de6-5f5a-8edb-31820bd86759","mobive | saint paul les dax | parking lac de christus","Voirie","100 allée de christus 40990 saint paul les dax","inconnu","[-1.064402, 43.727768]","3","FRMBIEVAJBQ3","b908e986-8a2e-5595-bb7f-906f81be5cae","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-03","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.064402","43.727768","40990","Saint-Paul-lès-Dax","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAJAL","ddfe1c3f-32f0-5484-af84-74ff0d32fccf","mobive | moliets | parking du tennis","Voirie","rue du magenta 40660 moliets","inconnu","[-1.359458, 43.849495]","3","FRMBIEVAJAL3","42f89916-d768-58fb-9c80-10a77d41b733","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-03","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.359458","43.849495","40660","Moliets-et-Maa","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIZF","95e556a0-e802-5cee-83cb-72953e53316c","mobive | saint martin d'oney | parking place","Voirie","10 place des platanes 40090 saint martin d'oney","inconnu","[-0.641041, 43.928139]","3","FRMBIEVAIZF3","8b9892c0-2f71-5e41-9848-5717f0e37b6d","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-05","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.641041","43.928139","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIYO","885419d1-ae4a-5db2-af7f-7f8fea19b0f4","mobive | benesse marenne | d28 aire de covoiturage","Voirie","2205 chemin du bayonnais 40230 bénesse-maremne","inconnu","[-1.397029, 43.630995]","3","FRMBIEVAIYO3","094f665e-2f47-5620-8733-95369d0734e6","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-11","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.397029","43.630995","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIYN","cb24505f-c8a4-58c4-b0da-f0a4cb7970c1","mobive | saint perdon | rue de l'eglise-parking mairie","Voirie","16 rue de la chalosse 40090 saint perdon","inconnu","[-0.591106, 43.864971]","3","FRMBIEVAIYN3","64b0ef40-a8fa-5bc9-8f82-72328ab94758","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-07","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.591106","43.864971","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIXS","46bc3479-7c8f-58f4-b38a-f0535d1bab0b","mobive | pontonx sur adour | rue de baluhec,parking des arênes","Voirie","27 rue de baluhecq 40465 pontonx-sur-l'adour","inconnu","[-0.92285, 43.787732]","3","FRMBIEVAIXS3","127d82ec-81f0-5873-86da-5785127bc0aa","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-09","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.92285","43.787732","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIUX","27b3c0ba-abe5-5a96-b75a-780ff5ec608a","mobive | soustons | parking labouyrie","Voirie","4 avenue de labouyrie 40140 soustons","inconnu","[-1.328835, 43.75444]","3","FRMBIEVAIUX3","73933b31-b123-5401-a909-b238cf5ececd","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-10","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.328835","43.75444","40140","Soustons","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIUR","fad2937d-4646-5151-869f-54052fbfd05a","mobive | hagetmau | place gramont","Voirie","rue gramont 40700 hagetmau","inconnu","[-0.592122, 43.657413]","3","FRMBIEVAIUR3","f3fc3c0b-4195-515d-8d0a-452b2431b59f","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-09","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.592122","43.657413","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIST","c9ea067c-8d7d-53cd-840f-385fd410e81b","mobive | mimizan | rue du jardin public","Voirie","6 rue du jardin public 40200 mimizan","inconnu","[-1.227322, 44.202587]","3","FRMBIEVAIST3","5741e7e6-3c50-5ddf-b99b-a5d97ec35966","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-11","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.227322","44.202587","40200","Mimizan","TRUE","TRUE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIOK","889b2486-a5d3-572e-93e3-07a3b89bce83","mobive | castets | parking mairie","Voirie","place édouard laudouat 40260 castets","inconnu","[-1.145065, 43.882243]","3","FRMBIEVAIOK3","e79f7a19-9c27-505e-9a02-693536ab5cb3","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-08","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.145065","43.882243","inconnu","inconnu","FALSE","FALSE","FALSE"
"199__SYDEC40","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIMK","6fbabbc8-88bf-50a1-b5fb-6c8a2f76fc1e","mobive | josse | route de boulins","Voirie","109 route de boulins 40230 josse","inconnu","[-1.234818, 43.639158]","3","FRMBIEVAIMK3","7879c859-93c5-58ff-90f7-588682b6fb6b","36","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-05","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-1.234818","43.639158","inconnu","inconnu","FALSE","FALSE","FALSE"
"190__SDEG16","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIKI","c6d45774-e244-5264-8f5d-07db9ac3f964","mobive | sigogne | parking mairie","Voirie","2 place de la mairie 16200 sigogne","inconnu","[-0.158973, 45.736952]","2","FRMBIEVAIKI2","c2904011-1f2a-518c-9f9e-3272baad3cec","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-07","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","-0.158973","45.736952","inconnu","inconnu","FALSE","FALSE","FALSE"
"190__SDEG16","inconnu","inconnu","INCONNU","cpo@citeos.com","inconnu","CPO CITEOS MOBIVE","FRMBIPVAIJZ","0e7eb5e7-3f42-52f5-8919-29c1a7da5541","mobive | villebois-lavalette | place du champ de foire","Voirie","58 grand'rue 16320 villebois-lavalette","inconnu","[0.276775, 45.48212]","2","FRMBIEVAIJZ2","5f459e5a-a0e8-5712-8ff9-0b26b2b6b13a","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","0.3333","Accès libre","TRUE","mo-su 00:00-24:00","Accessibilité inconnue","inconnu","FALSE","inconnu","inconnu","inconnu","inconnu","2025-12-10","inconnu","2025-12-11T13:33:34.023000+00:00","661d2cfc8c9d9daa5395d280","e90f5ccc-dbe3-41bd-8fbb-d64c27ec4e1c","citeos-ingenierie-idf-est-cogelum-idf","2025-04-25T15:57:35.634000+00:00","0.276775","45.48212","inconnu","inconnu","FALSE","FALSE","FALSE"
